"asv","sample","abundance","id","age_class","sex","side","kingdom","phylum","class","order","fam","genus"
"ASV442","S6",46,"Sheep2","Adult","Female","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Roseburia"
"ASV443","S43",46,"Sheep10","Adult","Male","East","Bacteria","Lentisphaerae","Lentisphaeria","Victivallales","Victivallaceae",NA
"ASV446","S12",46,"Sheep20","Lamb","Female","East","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Rikenellaceae_RC9_gut_group"
"ASV454","S40",46,"Sheep4","Adult","Male","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_XPB1014_group"
"ASV476","S9",46,"Sheep5","Adult","Male","East","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","F082",NA
"ASV480","S25",46,"Sheep7","Adult","Female","East","Bacteria","Cyanobacteria","Melainabacteria","Gastranaerophilales",NA,NA
"ASV483","S21",46,"Sheep15","Adult","Male","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-010"
"ASV484","S1",46,"Sheep8","Adult","Female","West","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-010"
"ASV489","S23",46,"Sheep12","Adult","Female","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-013"
"ASV496","S31",46,"Sheep25","Lamb","Female","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA
"ASV527","S37",46,"Sheep29","Lamb","Male","East","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","dgA-11_gut_group"
"ASV532","S23",46,"Sheep12","Adult","Female","East","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae_UCG-004"
"ASV556","S40",46,"Sheep4","Adult","Male","East","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidales_RF16_group",NA
"ASV579","S43",46,"Sheep10","Adult","Male","East","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA
"ASV629","S8",46,"Sheep13","Adult","Female","East","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","F082",NA
"ASV65","S23",46,"Sheep12","Adult","Female","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Flavonifractor"
"ASV655","S14",46,"Sheep24","Lamb","Male","East","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Spirochaetaceae","Treponema_2"
"ASV690","S14",46,"Sheep24","Lamb","Male","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-013"
"ASV693","S32",46,"Sheep27","Lamb","Male","West","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-010"
"ASV715","S21",46,"Sheep15","Adult","Male","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-010"
"ASV724","S25",46,"Sheep7","Adult","Female","East","Bacteria","Cyanobacteria","Melainabacteria","Gastranaerophilales",NA,NA
"ASV783","S23",46,"Sheep12","Adult","Female","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus_1"
"ASV79","S40",46,"Sheep4","Adult","Male","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-010"
"ASV79","S12",46,"Sheep20","Lamb","Female","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-010"
"ASV79","S9",46,"Sheep5","Adult","Male","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-010"
"ASV803","S56",46,"Sheep1","Adult","Female","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA
"ASV807","S12",46,"Sheep20","Lamb","Female","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_FCS020_group"
"ASV814","S8",46,"Sheep13","Adult","Female","East","Bacteria","Kiritimatiellaeota","Kiritimatiellae","WCHB1-41",NA,NA
"ASV843","S9",46,"Sheep5","Adult","Male","East","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_1"
"ASV860","S31",46,"Sheep25","Lamb","Female","East","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA
"ASV886","S20",46,"Sheep14","Adult","Female","West","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminiclostridium_6"
"ASV99","S1",46,"Sheep8","Adult","Female","West","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"ASV1073","S44",45,"Sheep11","Adult","Female","West","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-010"
"ASV114","S23",45,"Sheep12","Adult","Female","East","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Rikenellaceae_RC9_gut_group"
"ASV124","S9",45,"Sheep5","Adult","Male","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-005"
"ASV128","S14",45,"Sheep24","Lamb","Male","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1","Clostridium_sensu_stricto_1"
"ASV140","S12",45,"Sheep20","Lamb","Female","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Flavonifractor"
"ASV148","S31",45,"Sheep25","Lamb","Female","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus_1"
"ASV148","S20",45,"Sheep14","Adult","Female","West","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus_1"
"ASV165","S55",45,"Sheep3","Adult","Female","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA
"ASV165","S6",45,"Sheep2","Adult","Female","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA
"ASV169","S47",45,"Sheep19","Lamb","Male","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_FCS020_group"
"ASV181","S14",45,"Sheep24","Lamb","Male","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","Christensenellaceae_R-7_group"
"ASV182","S52",45,"Sheep23","Lamb","Male","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-010"
"ASV182","S28",45,"Sheep17","Lamb","Female","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-010"
"ASV182","S44",45,"Sheep11","Adult","Female","West","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-010"
"ASV190","S37",45,"Sheep29","Lamb","Male","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA
"ASV193","S35",45,"Sheep30","Lamb","Female","West","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-014"
"ASV198","S56",45,"Sheep1","Adult","Female","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-005"
"ASV199","S1",45,"Sheep8","Adult","Female","West","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Rikenellaceae_RC9_gut_group"
"ASV200","S55",45,"Sheep3","Adult","Female","East","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Rikenellaceae_RC9_gut_group"
"ASV206","S56",45,"Sheep1","Adult","Female","East","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"ASV209","S59",45,"Sheep18","Lamb","Female","West","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Intestinimonas"
"ASV214","S31",45,"Sheep25","Lamb","Female","East","Bacteria","Planctomycetes","Planctomycetacia","Pirellulales","Pirellulaceae","p-1088-a5_gut_group"
"ASV219","S8",45,"Sheep13","Adult","Female","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA
"ASV224","S1",45,"Sheep8","Adult","Female","West","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-010"
"ASV230","S55",45,"Sheep3","Adult","Female","East","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","dgA-11_gut_group"
"ASV242","S45",45,"Sheep9","Adult","Female","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Flavonifractor"
"ASV250","S43",45,"Sheep10","Adult","Male","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_NK4A214_group"
"ASV266","S37",45,"Sheep29","Lamb","Male","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_NK4A136_group"
"ASV272","S45",45,"Sheep9","Adult","Female","East","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Rikenellaceae_RC9_gut_group"
"ASV272","S6",45,"Sheep2","Adult","Female","East","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Rikenellaceae_RC9_gut_group"
"ASV272","S23",45,"Sheep12","Adult","Female","East","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Rikenellaceae_RC9_gut_group"
"ASV280","S52",45,"Sheep23","Lamb","Male","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Oscillibacter"
"ASV280","S37",45,"Sheep29","Lamb","Male","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Oscillibacter"
"ASV297","S25",45,"Sheep7","Adult","Female","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus_1"
"ASV304","S10",45,"Sheep6","Adult","Male","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-010"
"ASV307","S31",45,"Sheep25","Lamb","Female","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-010"
"ASV309","S8",45,"Sheep13","Adult","Female","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-014"
"ASV309","S44",45,"Sheep11","Adult","Female","West","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-014"
"ASV317","S21",45,"Sheep15","Adult","Male","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-010"
"ASV323","S23",45,"Sheep12","Adult","Female","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-010"
"ASV327","S31",45,"Sheep25","Lamb","Female","East","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Rikenellaceae_RC9_gut_group"
"ASV329","S44",45,"Sheep11","Adult","Female","West","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-010"
"ASV343","S44",45,"Sheep11","Adult","Female","West","Bacteria","Cyanobacteria","Melainabacteria","Gastranaerophilales",NA,NA
"ASV344","S21",45,"Sheep15","Adult","Male","East","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_1"
"ASV346","S10",45,"Sheep6","Adult","Male","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-010"
"ASV348","S45",45,"Sheep9","Adult","Female","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-010"
"ASV357","S8",45,"Sheep13","Adult","Female","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-010"
"ASV362","S6",45,"Sheep2","Adult","Female","East","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA
"ASV364","S40",45,"Sheep4","Adult","Male","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Oscillibacter"
"ASV372","S23",45,"Sheep12","Adult","Female","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-014"
"ASV377","S1",45,"Sheep8","Adult","Female","West","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae_UCG-001"
"ASV378","S1",45,"Sheep8","Adult","Female","West","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","Akkermansia"
"ASV393","S53",45,"Sheep26","Lamb","Female","West","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_FCS020_group"
"ASV400","S52",45,"Sheep23","Lamb","Male","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-010"
"ASV406","S40",45,"Sheep4","Adult","Male","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_NK4B4_group"
"ASV414","S20",45,"Sheep14","Adult","Female","West","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-010"
"ASV419","S35",45,"Sheep30","Lamb","Female","West","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA
"ASV420","S23",45,"Sheep12","Adult","Female","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus_1"
"ASV424","S56",45,"Sheep1","Adult","Female","East","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae",NA
"ASV428","S20",45,"Sheep14","Adult","Female","West","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminiclostridium_9"
"ASV429","S47",45,"Sheep19","Lamb","Male","East","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Muribaculaceae",NA
"ASV432","S53",45,"Sheep26","Lamb","Female","West","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","Lawsonia"
"ASV436","S6",45,"Sheep2","Adult","Female","East","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","dgA-11_gut_group"
"ASV440","S55",45,"Sheep3","Adult","Female","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA
"ASV442","S47",45,"Sheep19","Lamb","Male","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Roseburia"
"ASV444","S37",45,"Sheep29","Lamb","Male","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-005"
"ASV446","S37",45,"Sheep29","Lamb","Male","East","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Rikenellaceae_RC9_gut_group"
"ASV447","S1",45,"Sheep8","Adult","Female","West","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-010"
"ASV45","S56",45,"Sheep1","Adult","Female","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA
"ASV454","S21",45,"Sheep15","Adult","Male","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_XPB1014_group"
"ASV489","S37",45,"Sheep29","Lamb","Male","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-013"
"ASV501","S37",45,"Sheep29","Lamb","Male","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA
"ASV502","S43",45,"Sheep10","Adult","Male","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA
"ASV502","S1",45,"Sheep8","Adult","Female","West","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA
"ASV518","S20",45,"Sheep14","Adult","Female","West","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae_UCG-003"
"ASV526","S28",45,"Sheep17","Lamb","Female","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales_vadinBB60_group",NA
"ASV54","S18",45,"Sheep28","Lamb","Male","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-010"
"ASV542","S25",45,"Sheep7","Adult","Female","East","Bacteria","Tenericutes","Mollicutes","Mollicutes_RF39",NA,NA
"ASV547","S59",45,"Sheep18","Lamb","Female","West","Bacteria","Lentisphaerae","Lentisphaeria","Victivallales","Victivallaceae",NA
"ASV548","S1",45,"Sheep8","Adult","Female","West","Bacteria","Cyanobacteria","Melainabacteria","Gastranaerophilales",NA,NA
"ASV55","S54",45,"Sheep16","Lamb","Male","West","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Alloprevotella"
"ASV569","S55",45,"Sheep3","Adult","Female","East","Bacteria","Lentisphaerae","Lentisphaeria","Victivallales","Victivallaceae",NA
"ASV614","S45",45,"Sheep9","Adult","Female","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA
"ASV644","S12",45,"Sheep20","Lamb","Female","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-010"
"ASV667","S35",45,"Sheep30","Lamb","Female","West","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_FCS020_group"
"ASV673","S60",45,"Sheep22","Lamb","Female","West","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA
"ASV677","S18",45,"Sheep28","Lamb","Male","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA
"ASV680","S32",45,"Sheep27","Lamb","Male","West","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA
"ASV691","S37",45,"Sheep29","Lamb","Male","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales_vadinBB60_group",NA
"ASV693","S61",45,"Sheep21","Lamb","Female","West","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-010"
"ASV697","S31",45,"Sheep25","Lamb","Female","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-014"
"ASV769","S32",45,"Sheep27","Lamb","Male","West","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"ASV78","S20",45,"Sheep14","Adult","Female","West","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","p-251-o5",NA
"ASV81","S56",45,"Sheep1","Adult","Female","East","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"ASV819","S47",45,"Sheep19","Lamb","Male","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","Christensenellaceae_R-7_group"
"ASV826","S59",45,"Sheep18","Lamb","Female","West","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Agathobacter"
"ASV853","S8",45,"Sheep13","Adult","Female","East","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales",NA,NA
"ASV86","S61",45,"Sheep21","Lamb","Female","West","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-005"
"ASV872","S31",45,"Sheep25","Lamb","Female","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-010"
"ASV886","S8",45,"Sheep13","Adult","Female","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminiclostridium_6"
"ASV94","S40",45,"Sheep4","Adult","Male","East","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-013"
"ASV97","S61",45,"Sheep21","Lamb","Female","West","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-010"
"ASV97","S54",45,"Sheep16","Lamb","Male","West","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-010"
"ASV1045","S32",44,"Sheep27","Lamb","Male","West","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Flavonifractor"
"ASV108","S59",44,"Sheep18","Lamb","Female","West","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-002"
"ASV115","S21",44,"Sheep15","Adult","Male","East","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Rikenellaceae_RC9_gut_group"
"ASV117","S53",44,"Sheep26","Lamb","Female","West","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Oscillibacter"
